pc11_shrid_id,shrid2,state_name,district_name,subdistrict_name,town_name,village_name,place_name,LGD_code,local_body_name,local_body_type,gp_to_urban_conversion,old_gp_lgd_code,old_gp_name,shrid_part_of_multi_village_GP
624799,11-29-583-05601-624799,karnataka,bangalore rural,nelamangala,,ballagere,ballagere,215584,Kodigehalli,Gram Panchayat,No,NA,NA,Yes
624800,11-29-583-05601-624800,karnataka,bangalore rural,nelamangala,,kenchanapura,kenchanapura,215584,Kodigehalli,Gram Panchayat,No,NA,NA,Yes
624801,11-29-583-05601-624801,karnataka,bangalore rural,nelamangala,,tadasigatta,tadasigatta,215580,Doddabele,Gram Panchayat,No,NA,NA,Yes
624802,11-29-583-05601-624802,karnataka,bangalore rural,nelamangala,,mavinakommenahalli,mavinakommenahalli,215580,Doddabele,Gram Panchayat,No,NA,NA,Yes
624803,11-29-583-05601-624803,karnataka,bangalore rural,nelamangala,,doddachannohalli,doddachannohalli,215580,Doddabele,Gram Panchayat,No,NA,NA,Yes
624804,11-29-583-05601-624804,karnataka,bangalore rural,nelamangala,,tavarekere,tavarekere,215586,Manne,Gram Panchayat,No,NA,NA,Yes
624805,11-29-583-05601-624805,karnataka,bangalore rural,nelamangala,,lakshmanapura,lakshmanapura,215586,Manne,Gram Panchayat,No,NA,NA,Yes
624806,11-29-583-05601-624806,karnataka,bangalore rural,nelamangala,,biragundanahalli,biragundanahalli,215575,Agalakuppe,Gram Panchayat,No,NA,NA,Yes
624808,11-29-583-05601-624808,karnataka,bangalore rural,nelamangala,,thippasettihalli,thippasettihalli,215586,Manne,Gram Panchayat,No,NA,NA,Yes
624809,11-29-583-05601-624809,karnataka,bangalore rural,nelamangala,,karehalli,karehalli,215580,Doddabele,Gram Panchayat,No,NA,NA,Yes
624810,11-29-583-05601-624810,karnataka,bangalore rural,nelamangala,,doddabele,doddabele,215580,Doddabele,Gram Panchayat,No,NA,NA,Yes
624811,11-29-583-05601-624811,karnataka,bangalore rural,nelamangala,,gulapura,gulapura,215580,Doddabele,Gram Panchayat,No,NA,NA,Yes
624812,11-29-583-05601-624812,karnataka,bangalore rural,nelamangala,,nimbenahalli,nimbenahalli,215580,Doddabele,Gram Panchayat,No,NA,NA,Yes
624813,11-29-583-05601-624813,karnataka,bangalore rural,nelamangala,,vadakunte,vadakunte,215581,Hasuruvalli,Gram Panchayat,No,NA,NA,Yes
624814,11-29-583-05601-624814,karnataka,bangalore rural,nelamangala,,lakkappanahalli,lakkappanahalli,215581,Hasuruvalli,Gram Panchayat,No,NA,NA,Yes
624815,11-29-583-05601-624815,karnataka,bangalore rural,nelamangala,,byranaikanahalli,byranaikanahalli,215581,Hasuruvalli,Gram Panchayat,No,NA,NA,Yes
624816,11-29-583-05601-624816,karnataka,bangalore rural,nelamangala,,chikkanahalli,chikkanahalli,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624817,11-29-583-05601-624817,karnataka,bangalore rural,nelamangala,,hasurahalli,hasurahalli,215581,Hasuruvalli,Gram Panchayat,No,NA,NA,Yes
624818,11-29-583-05601-624818,karnataka,bangalore rural,nelamangala,,guddegowdana channohalli,guddegowdana channohalli,215581,Hasuruvalli,Gram Panchayat,No,NA,NA,Yes
624819,11-29-583-05601-624819,karnataka,bangalore rural,nelamangala,,isuvanahalli,isuvanahalli,215580,Doddabele,Gram Panchayat,No,NA,NA,Yes
624820,11-29-583-05601-624820,karnataka,bangalore rural,nelamangala,,narasapura,narasapura,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624821,11-29-583-05601-624821,karnataka,bangalore rural,nelamangala,,gundenahalli,gundenahalli,215585,Kuluvanahalli,Gram Panchayat,No,NA,NA,Yes
624823,11-29-583-05601-624823,karnataka,bangalore rural,nelamangala,,thyamagondlu,thyamagondlu,215594,Thyamagondlu,Gram Panchayat,No,NA,NA,No
624824,11-29-583-05601-624824,karnataka,bangalore rural,nelamangala,,totanahalli,totanahalli,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624825,11-29-583-05601-624825,karnataka,bangalore rural,nelamangala,,kodipalya,kodipalya,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624826,11-29-583-05601-624826,karnataka,bangalore rural,nelamangala,,bidalur,bidalur,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624827,11-29-583-05601-624827,karnataka,bangalore rural,nelamangala,,kodihalli,kodihalli,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624828,11-29-583-05601-624828,karnataka,bangalore rural,nelamangala,,kalalghatta,kalalghatta,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624829,11-29-583-05601-624829,karnataka,bangalore rural,nelamangala,,harvesandra,harvesandra,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624830,11-29-583-05601-624830,karnataka,bangalore rural,nelamangala,,alunaikanahalli,alunaikanahalli,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624831,11-29-583-05601-624831,karnataka,bangalore rural,nelamangala,,lakkenahalli,lakkenahalli,215585,Kuluvanahalli,Gram Panchayat,No,NA,NA,Yes
624832,11-29-583-05601-624832,karnataka,bangalore rural,nelamangala,,mahimapura,mahimapura,215585,Kuluvanahalli,Gram Panchayat,No,NA,NA,Yes
624833,11-29-583-05601-624833,karnataka,bangalore rural,nelamangala,,kuluvanahalli,kuluvanahalli,215585,Kuluvanahalli,Gram Panchayat,No,NA,NA,Yes
624834,11-29-583-05601-624834,karnataka,bangalore rural,nelamangala,,karenahalli,karenahalli,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624835,11-29-583-05601-624835,karnataka,bangalore rural,nelamangala,,sulkunte,sulkunte,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624836,11-29-583-05601-624836,karnataka,bangalore rural,nelamangala,,kempapura agrahara,kempapura agrahara,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624837,11-29-583-05601-624837,karnataka,bangalore rural,nelamangala,,arebommanahalli,arebommanahalli,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624838,11-29-583-05601-624838,karnataka,bangalore rural,nelamangala,,kodigebommanahalli,kodigebommanahalli,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624839,11-29-583-05601-624839,karnataka,bangalore rural,nelamangala,,halkur,halkur,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624840,11-29-583-05601-624840,karnataka,bangalore rural,nelamangala,,honnarayanahalli,honnarayanahalli,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624841,11-29-583-05601-624841,karnataka,bangalore rural,nelamangala,,thimmasandra,thimmasandra,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624842,11-29-583-05601-624842,karnataka,bangalore rural,nelamangala,,govindapura,govindapura,215588,Narasipura,Gram Panchayat,No,NA,NA,Yes
624843,11-29-583-05601-624843,karnataka,bangalore rural,nelamangala,,pallarahalli,pallarahalli,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624844,11-29-583-05601-624844,karnataka,bangalore rural,nelamangala,,lakkasandra,lakkasandra,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624845,11-29-583-05601-624845,karnataka,bangalore rural,nelamangala,,thalekere,thalekere,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624846,11-29-583-05601-624846,karnataka,bangalore rural,nelamangala,,byadarahalli,byadarahalli,215576,Arebommanahalli,Gram Panchayat,No,NA,NA,Yes
624847,11-29-583-05601-624847,karnataka,bangalore rural,nelamangala,,thippagundanahalli,thippagundanahalli,215585,Kuluvanahalli,Gram Panchayat,No,NA,NA,Yes
624849,11-29-583-05601-624849,karnataka,bangalore rural,nelamangala,,dodderi,dodderi,215585,Kuluvanahalli,Gram Panchayat,No,NA,NA,Yes
624850,11-29-583-05601-624850,karnataka,bangalore rural,nelamangala,,govenahalli,govenahalli,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624851,11-29-583-05601-624851,karnataka,bangalore rural,nelamangala,,minnapura,minnapura,215583,Kalalaghatta,Gram Panchayat,No,NA,NA,Yes
624852,11-29-583-05601-624852,karnataka,bangalore rural,nelamangala,,jakkanahalli,jakkanahalli,215581,Hasuruvalli,Gram Panchayat,No,NA,NA,Yes
624853,11-29-583-05601-624853,karnataka,bangalore rural,nelamangala,,krishnarajapalya,krishnarajapalya,215581,Hasuruvalli,Gram Panchayat,No,NA,NA,Yes
624854,11-29-583-05601-624854,karnataka,bangalore rural,nelamangala,,varadanaikanahalli,varadanaikanahalli,215581,Hasuruvalli,Gram Panchayat,No,NA,NA,Yes
624855,11-29-583-05601-624855,karnataka,bangalore rural,nelamangala,,t begur,t begur,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624856,11-29-583-05601-624856,karnataka,bangalore rural,nelamangala,,malonagathihalli,malonagathihalli,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624857,11-29-583-05601-624857,karnataka,bangalore rural,nelamangala,,marohalli,marohalli,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624858,11-29-583-05601-624858,karnataka,bangalore rural,nelamangala,,byranahalli,byranahalli,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624859,11-29-583-05601-624859,karnataka,bangalore rural,nelamangala,,yeramanchanahalli,yeramanchanahalli,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624860,11-29-583-05601-624860,karnataka,bangalore rural,nelamangala,,mandigere,mandigere,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624861,11-29-583-05601-624861,karnataka,bangalore rural,nelamangala,,bardi,bardi,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624862,11-29-583-05601-624862,karnataka,bangalore rural,nelamangala,,tyagadahalli,tyagadahalli,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624863,11-29-583-05601-624863,karnataka,bangalore rural,nelamangala,,bettahalli,bettahalli,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624864,11-29-583-05601-624864,karnataka,bangalore rural,nelamangala,,bolamaranahalli,bolamaranahalli,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624865,11-29-583-05601-624865,karnataka,bangalore rural,nelamangala,,byrasettihalli,byrasettihalli,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624866,11-29-583-05601-624866,karnataka,bangalore rural,nelamangala,,arjunabettahalli,arjunabettahalli,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624867,11-29-583-05601-624867,karnataka,bangalore rural,nelamangala,,gollahalli,gollahalli,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624868,11-29-583-05601-624868,karnataka,bangalore rural,nelamangala,,hydalu,hydalu,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624869,11-29-583-05601-624869,karnataka,bangalore rural,nelamangala,,k g srinivasapura,k g srinivasapura,296908,Kannegowdanahalli,Gram Panchayat,No,NA,NA,Yes
624870,11-29-583-05601-624870,karnataka,bangalore rural,nelamangala,,mylanahalli,mylanahalli,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624871,11-29-583-05601-624871,karnataka,bangalore rural,nelamangala,,narasimanapalya,narasimanapalya,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624872,11-29-583-05601-624872,karnataka,bangalore rural,nelamangala,,narayanaraopalya,narayanaraopalya,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624873,11-29-583-05601-624873,karnataka,bangalore rural,nelamangala,,machonaikanahalli,machonaikanahalli,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624875,11-29-583-05601-624875,karnataka,bangalore rural,nelamangala,,kachanahalli,kachanahalli,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624877,11-29-583-05601-624877,karnataka,bangalore rural,nelamangala,,deganahalli,deganahalli,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624878,11-29-583-05601-624878,karnataka,bangalore rural,nelamangala,,ananthapura,ananthapura,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624879,11-29-583-05601-624879,karnataka,bangalore rural,nelamangala,,kanugondanahalli,kanugondanahalli,296908,Kannegowdanahalli,Gram Panchayat,No,NA,NA,Yes
624881,11-29-583-05601-624881,karnataka,bangalore rural,nelamangala,,koolipura,koolipura,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624882,11-29-583-05601-624882,karnataka,bangalore rural,nelamangala,,vajarahalli,vajarahalli,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624883,11-29-583-05601-624883,karnataka,bangalore rural,nelamangala,,narasipalya,narasipalya,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624884,11-29-583-05601-624884,karnataka,bangalore rural,nelamangala,,mallapura,mallapura,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624886,11-29-583-05601-624886,karnataka,bangalore rural,nelamangala,,jakkasandra,jakkasandra,215584,Kodigehalli,Gram Panchayat,No,NA,NA,Yes
624887,11-29-583-05601-624887,karnataka,bangalore rural,nelamangala,,visveswarapura,visveswarapura,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624888,11-29-583-05601-624888,karnataka,bangalore rural,nelamangala,,basavanahalli,basavanahalli,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624889,11-29-583-05601-624889,karnataka,bangalore rural,nelamangala,,gangadharanapalya,gangadharanapalya,296908,Kannegowdanahalli,Gram Panchayat,No,NA,NA,Yes
624890,11-29-583-05601-624890,karnataka,bangalore rural,nelamangala,,virananjipura,virananjipura,296908,Kannegowdanahalli,Gram Panchayat,No,NA,NA,Yes
624891,11-29-583-05601-624891,karnataka,bangalore rural,nelamangala,,budihal,budihal,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624892,11-29-583-05601-624892,karnataka,bangalore rural,nelamangala,,tonachinakuppe,tonachinakuppe,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624893,11-29-583-05601-624893,karnataka,bangalore rural,nelamangala,,krishnarajapura,krishnarajapura,272726,Gollahalli,Gram Panchayat,No,NA,NA,Yes
624894,11-29-583-05601-624894,karnataka,bangalore rural,nelamangala,,agasarahalli,agasarahalli,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624895,11-29-583-05601-624895,karnataka,bangalore rural,nelamangala,,araledibba,araledibba,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624896,11-29-583-05601-624896,karnataka,bangalore rural,nelamangala,,tirumalapura,tirumalapura,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624898,11-29-583-05601-624898,karnataka,bangalore rural,nelamangala,,aralasandra,aralasandra,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624899,11-29-583-05601-624899,karnataka,bangalore rural,nelamangala,,madalakote,madalakote,215592,Srinivasapura,Gram Panchayat,No,NA,NA,Yes
624900,11-29-583-05601-624900,karnataka,bangalore rural,nelamangala,,kempohalli,kempohalli,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624901,11-29-583-05601-624901,karnataka,bangalore rural,nelamangala,,geddalahalli,geddalahalli,215593,T.Begur,Gram Panchayat,No,NA,NA,Yes
624902,11-29-583-05601-624902,karnataka,bangalore rural,nelamangala,,huralihalli,huralihalli,296908,Kannegowdanahalli,Gram Panchayat,No,NA,NA,Yes
624903,11-29-583-05601-624903,karnataka,bangalore rural,nelamangala,,bommanahalli,bommanahalli,215579,Bhodihal,Gram Panchayat,No,NA,NA,Yes
624904,11-29-583-05601-624904,karnataka,bangalore rural,nelamangala,,viraraghuvanapalya,viraraghuvanapalya,296908,Kannegowdanahalli,Gram Panchayat,No,NA,NA,Yes
624905,11-29-583-05601-624905,karnataka,bangalore rural,nelamangala,,byadarahalli,byadarahalli,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624906,11-29-583-05601-624906,karnataka,bangalore rural,nelamangala,,ghandragulupura,ghandragulupura,296908,Kannegowdanahalli,Gram Panchayat,No,NA,NA,Yes
624907,11-29-583-05601-624907,karnataka,bangalore rural,nelamangala,,yelachagere,yelachagere,215592,Srinivasapura,Gram Panchayat,No,NA,NA,Yes
624908,11-29-583-05601-624908,karnataka,bangalore rural,nelamangala,,kenchanahalli,kenchanahalli,215592,Srinivasapura,Gram Panchayat,No,NA,NA,Yes
624909,11-29-583-05601-624909,karnataka,bangalore rural,nelamangala,,byrasandra,byrasandra,215592,Srinivasapura,Gram Panchayat,No,NA,NA,Yes
624910,11-29-583-05601-624910,karnataka,bangalore rural,nelamangala,,chikmaranahalli,chikmaranahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624911,11-29-583-05601-624911,karnataka,bangalore rural,nelamangala,,hajipalya,hajipalya,215592,Srinivasapura,Gram Panchayat,No,NA,NA,Yes
624912,11-29-583-05601-624912,karnataka,bangalore rural,nelamangala,,srinivasapura,srinivasapura,215592,Srinivasapura,Gram Panchayat,No,NA,NA,Yes
624913,11-29-583-05601-624913,karnataka,bangalore rural,nelamangala,,obanaikanahalli,obanaikanahalli,296908,Kannegowdanahalli,Gram Panchayat,No,NA,NA,Yes
624914,11-29-583-05601-624914,karnataka,bangalore rural,nelamangala,,k kempalinganahalli,k kempalinganahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624915,11-29-583-05601-624915,karnataka,bangalore rural,nelamangala,,bhavikere,bhavikere,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624916,11-29-583-05601-624916,karnataka,bangalore rural,nelamangala,,mallarabanavadi,mallarabanavadi,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624917,11-29-583-05601-624917,karnataka,bangalore rural,nelamangala,,vaddarapalya,vaddarapalya,215585,Kuluvanahalli,Gram Panchayat,No,NA,NA,Yes
624918,11-29-583-05601-624918,karnataka,bangalore rural,nelamangala,,kodappanahalli,kodappanahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624919,11-29-583-05601-624919,karnataka,bangalore rural,nelamangala,,hanchipura,hanchipura,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624920,11-29-583-05601-624920,karnataka,bangalore rural,nelamangala,,doddakarenahalli,doddakarenahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624922,11-29-583-05601-624922,karnataka,bangalore rural,nelamangala,,bhoosandra,bhoosandra,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624923,11-29-583-05601-624923,karnataka,bangalore rural,nelamangala,,mahadevapura,mahadevapura,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624924,11-29-583-05601-624924,karnataka,bangalore rural,nelamangala,,hanumanapalya,hanumanapalya,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624925,11-29-583-05601-624925,karnataka,bangalore rural,nelamangala,,sitaram bhattarapalya,sitaram bhattarapalya,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624926,11-29-583-05601-624926,karnataka,bangalore rural,nelamangala,,yentiganahalli,yentiganahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624927,11-29-583-05601-624927,karnataka,bangalore rural,nelamangala,,koratagere,koratagere,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624928,11-29-583-05601-624928,karnataka,bangalore rural,nelamangala,,lingenahalli,lingenahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624929,11-29-583-05601-624929,karnataka,bangalore rural,nelamangala,,kadukarenahalli,kadukarenahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624930,11-29-583-05601-624930,karnataka,bangalore rural,nelamangala,,honnasandra,honnasandra,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624931,11-29-583-05601-624931,karnataka,bangalore rural,nelamangala,,bhattarahalli,bhattarahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624932,11-29-583-05601-624932,karnataka,bangalore rural,nelamangala,,manchenahalli,manchenahalli,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624933,11-29-583-05601-624933,karnataka,bangalore rural,nelamangala,,krishnarajapura,krishnarajapura,215584,Kodigehalli,Gram Panchayat,No,NA,NA,Yes
624934,11-29-583-05601-624934,karnataka,bangalore rural,nelamangala,,bidanapalya,bidanapalya,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624935,11-29-583-05601-624935,karnataka,bangalore rural,nelamangala,,chowdasandra,chowdasandra,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624936,11-29-583-05601-624936,karnataka,bangalore rural,nelamangala,,kothanahalli,kothanahalli,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624937,11-29-583-05601-624937,karnataka,bangalore rural,nelamangala,,avalakuppe,avalakuppe,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624938,11-29-583-05601-624938,karnataka,bangalore rural,nelamangala,,hosahalli,hosahalli,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624939,11-29-583-05601-624939,karnataka,bangalore rural,nelamangala,,goravanahalli,goravanahalli,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624940,11-29-583-05601-624940,karnataka,bangalore rural,nelamangala,,soladevanahalli,soladevanahalli,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624941,11-29-583-05601-624941,karnataka,bangalore rural,nelamangala,,narasimhapalya,narasimhapalya,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624942,11-29-583-05601-624942,karnataka,bangalore rural,nelamangala,,kanuvanahalli,kanuvanahalli,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624943,11-29-583-05601-624943,karnataka,bangalore rural,nelamangala,,banasavadi,banasavadi,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624944,11-29-583-05601-624944,karnataka,bangalore rural,nelamangala,,iregenahalli,iregenahalli,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624945,11-29-583-05601-624945,karnataka,bangalore rural,nelamangala,,bolamaranahalli,bolamaranahalli,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624946,11-29-583-05601-624946,karnataka,bangalore rural,nelamangala,,gorinabele,gorinabele,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624947,11-29-583-05601-624947,karnataka,bangalore rural,nelamangala,,h kempalinganahalli,h kempalinganahalli,215596,Yentaganahalli,Gram Panchayat,No,NA,NA,Yes
624948,11-29-583-05601-624948,karnataka,bangalore rural,nelamangala,,mantanakurchi,mantanakurchi,215590,Soladevanahalli,Gram Panchayat,No,NA,NA,Yes
624949,11-29-583-05601-624949,karnataka,bangalore rural,nelamangala,arasinakunte,,arasinakunte,251990,Nelamangala,City Municipal Council,No,NA,NA,NA
624950,11-29-583-05602-624950,karnataka,bangalore rural,dod ballapur,,gowdanakunte,gowdanakunte,215446,Arudi,Gram Panchayat,No,NA,NA,Yes
624951,11-29-583-05602-624951,karnataka,bangalore rural,dod ballapur,,dadighattamadagu,dadighattamadagu,215446,Arudi,Gram Panchayat,No,NA,NA,Yes
624953,11-29-583-05602-624953,karnataka,bangalore rural,dod ballapur,,banavathi,banavathi,215446,Arudi,Gram Panchayat,No,NA,NA,Yes
624954,11-29-583-05602-624954,karnataka,bangalore rural,dod ballapur,,aroodi,aroodi,215446,Arudi,Gram Panchayat,No,NA,NA,Yes
624956,11-29-583-05602-624956,karnataka,bangalore rural,dod ballapur,,kallukunte,kallukunte,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624957,11-29-583-05602-624957,karnataka,bangalore rural,dod ballapur,,yaramuddenahalli,yaramuddenahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624958,11-29-583-05602-624958,karnataka,bangalore rural,dod ballapur,,tekalahalli,tekalahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624959,11-29-583-05602-624959,karnataka,bangalore rural,dod ballapur,,jakkenahalli,jakkenahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624960,11-29-583-05602-624960,karnataka,bangalore rural,dod ballapur,,ujjani,ujjani,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624961,11-29-583-05602-624961,karnataka,bangalore rural,dod ballapur,,hosahalli,hosahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624962,11-29-583-05602-624962,karnataka,bangalore rural,dod ballapur,,hosakote,hosakote,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624963,11-29-583-05602-624963,karnataka,bangalore rural,dod ballapur,,bankenahalli,bankenahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624964,11-29-583-05602-624964,karnataka,bangalore rural,dod ballapur,,vabasandra,vabasandra,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624966,11-29-583-05602-624966,karnataka,bangalore rural,dod ballapur,,makali,makali,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624967,11-29-583-05602-624967,karnataka,bangalore rural,dod ballapur,,gundumgere,gundumgere,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624968,11-29-583-05602-624968,karnataka,bangalore rural,dod ballapur,,ojenahalli,ojenahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624970,11-29-583-05602-624970,karnataka,bangalore rural,dod ballapur,,sonnenahalli,sonnenahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624973,11-29-583-05602-624973,karnataka,bangalore rural,dod ballapur,,mallasandra,mallasandra,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624974,11-29-583-05602-624974,karnataka,bangalore rural,dod ballapur,,kadakunte,kadakunte,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624975,11-29-583-05602-624975,karnataka,bangalore rural,dod ballapur,,kukkalahalli,kukkalahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624976,11-29-583-05602-624976,karnataka,bangalore rural,dod ballapur,,kottige machenahalli,kottige machenahalli,215458,Hosahalli,Gram Panchayat,No,NA,NA,Yes
624977,11-29-583-05602-624977,karnataka,bangalore rural,dod ballapur,,k g thammaganahalli,k g thammaganahalli,215471,Sasalu,Gram Panchayat,No,NA,NA,Yes
624978,11-29-583-05602-624978,karnataka,bangalore rural,dod ballapur,,gummanahalli,gummanahalli,215471,Sasalu,Gram Panchayat,No,NA,NA,Yes
624979,11-29-583-05602-624979,karnataka,bangalore rural,dod ballapur,,lingadaveeranahalli,lingadaveeranahalli,215471,Sasalu,Gram Panchayat,No,NA,NA,Yes
624980,11-29-583-05602-624980,karnataka,bangalore rural,dod ballapur,,kilarlahalli,kilarlahalli,215446,Arudi,Gram Panchayat,No,NA,NA,Yes
624981,11-29-583-05602-624981,karnataka,bangalore rural,dod ballapur,,harohalli,harohalli,215446,Arudi,Gram Panchayat,No,NA,NA,Yes
624982,11-29-583-05602-624982,karnataka,bangalore rural,dod ballapur,,sriramanahalli,sriramanahalli,215471,Sasalu,Gram Panchayat,No,NA,NA,Yes
624983,11-29-583-05602-624983,karnataka,bangalore rural,dod ballapur,,machenahalli,machenahalli,215471,Sasalu,Gram Panchayat,No,NA,NA,Yes
624984,11-29-583-05602-624984,karnataka,bangalore rural,dod ballapur,,garudagallu,garudagallu,215471,Sasalu,Gram Panchayat,No,NA,NA,Yes
624985,11-29-583-05602-624985,karnataka,bangalore rural,dod ballapur,,singenahalli,singenahalli,215471,Sasalu,Gram Panchayat,No,NA,NA,Yes
624986,11-29-583-05602-624986,karnataka,bangalore rural,dod ballapur,,ganadalu,ganadalu,215471,Sasalu,Gram Panchayat,No,NA,NA,Yes
